event_id;split
663;train
664;train
665;train
666;validation
667;train
668;test
669;train
670;train
671;train
672;train
673;train
674;train
675;validation
676;train
677;validation
678;train
679;test
680;test
681;validation
682;train
683;train
684;validation
685;test
686;validation
687;train
688;train
689;train
690;train
691;train
692;train
693;validation
694;train
695;validation
696;train
697;train
698;train
699;train
700;train
701;train
702;test
703;train
704;train
705;validation
706;test
707;validation
708;test
709;train
710;train
711;train
712;train
713;validation
714;test
715;train
716;train
717;train
718;train
719;train
720;train
721;validation
722;train
723;train
724;validation
725;train
726;train
727;test
728;test
729;train
730;train
731;train
732;test
733;train
734;validation
735;train
736;test
737;train
738;train
739;train
740;train
741;test
742;validation
743;validation
744;train
745;train
746;test
747;train
748;train
749;train
750;train
751;train
752;test
753;train
754;test
755;train
756;train
757;train
758;train
759;train
760;test
761;train
762;train
763;train
764;train
765;train
766;train
767;train
768;train
769;train
770;test
771;train
772;train
773;train
774;train
775;validation
776;train
777;train
778;train
779;train
780;validation
781;train
782;test
783;train
784;test
785;train
786;train
787;train
788;test
789;train
790;train
791;train
792;validation
793;validation
794;test
795;train
796;test
797;train
798;validation
799;test
800;validation
801;validation
802;validation
803;test
804;train
805;train
806;train
807;test
808;train
809;train
810;train
811;train
812;train
813;test
814;train
815;train
816;validation
817;train
818;train
819;validation
820;train
821;train
822;test
823;validation
824;validation
825;train
826;train
827;train
828;train
829;train
830;test
831;train
832;train
833;test
834;train
835;validation
836;train
837;train
838;train
839;validation
840;train
841;train
842;train
843;train
844;train
845;train
846;train
847;train
848;train
849;train
850;train
851;validation
852;test
853;train
854;train
855;train
856;train
857;train
858;test
859;train
860;train
861;train
862;train
863;test
864;test
865;train
866;train
867;train
868;train
869;test
870;train
871;validation
872;train
873;test
874;train
875;train
876;train
877;train
878;validation
879;test
880;test
881;validation
882;train
883;train
884;validation
885;validation
886;train
887;test
888;train
889;test
890;test
891;train
892;train
893;train
894;train
895;train
896;validation
897;test
898;train
899;train
900;train
901;train
902;test
903;train
904;train
905;validation
906;validation
907;test
908;train
909;validation
910;train
911;train
912;train
913;validation
914;train
915;train
916;train
917;test
918;train
919;test
920;train
921;validation
922;train
923;train
924;validation
925;train
926;train
927;train
928;train
929;validation
930;validation
931;train
932;train
933;train
934;train
935;train
936;test
937;validation
938;validation
939;train
940;test
941;train
942;test
943;validation
944;validation
945;train
946;train
947;train
948;train
949;test
950;train
951;validation
952;train
953;train
954;train
955;validation
956;train
957;train
958;train
959;train
960;validation
961;test
962;test
963;train
964;train
965;train
966;test
967;validation
968;train
969;train
970;train
971;train
972;train
973;train
974;validation
975;train
976;validation
977;test
978;train
979;train
980;train
981;train
982;train
983;train
984;train
985;train
986;validation
987;train
988;test
989;validation
990;train
991;train
992;train
993;train
994;train
995;validation
996;train
997;train
998;train
999;train
1000;train
1001;train
1002;train
1003;validation
1004;train
1005;train
1006;test
1007;train
1008;validation
1009;validation
1010;train
1011;train
1012;validation
1013;train
1014;train
1015;train
1016;train
1017;test
1018;train
1019;train
1020;train
1021;test
1022;train
1023;train
1024;train
1025;train
1026;train
1027;validation
1028;validation
1029;train
1030;train
1031;train
1032;train
1033;test
1034;validation
1035;test
1036;test
1037;test
1038;train
1039;validation
1040;train
1041;validation
1042;train
1043;train
1044;train
1045;test
1046;train
1047;train
1048;train
1049;train
1050;test
1051;train
1052;train
1053;train
1054;train
1055;train
1056;test
1057;train
1058;train
1059;train
1060;test
1061;train
1062;train
1063;train
1064;validation
1065;train
1066;train
1067;train
1068;test
1069;train
1070;train
1071;test
1072;train
1073;train
1074;train
1075;train
1076;train
1077;train
1078;test
1079;test
1080;train
1081;train
1082;train
1083;test
1084;train
1085;train
1086;train
1087;train
1088;validation
1089;train
1090;validation
1091;test
1092;train
1093;train
1094;test
1095;validation
1096;train
1097;train
1098;train
1099;train
1100;validation
1101;train
1102;test
1103;train
1104;train
1105;train
1106;train
1107;train
1108;train
1109;test
1110;test
1111;train
1112;train
1113;train
1114;test
1115;train
1116;validation
1117;train
1118;train
1119;train
1120;test
1121;train
1122;train
1123;train
1124;test
1125;train
1126;train
1127;validation
1128;train
1129;train
1130;train
1131;train
1132;train
1133;train
1134;train
1135;train
1136;train
1137;train
1138;validation
1139;validation
1140;train
1141;train
1142;validation
1143;train
1144;train
1145;train
1146;validation
1147;validation
1148;train
1149;train
1150;validation
1151;validation
1152;train
1153;train
1154;test
1155;train
1156;validation
1157;train
1158;validation
1159;train
1160;train
1161;train
1162;validation
1163;validation
1164;train
1165;train
1166;train
1167;test
1168;train
1169;train
1170;train
1171;train
1172;train
1173;test
1174;train
1175;train
1176;train
1177;validation
1178;test
1179;train
1180;train
1181;train
1182;train
1183;train
1184;test
1185;train
1186;train
1187;validation
1188;train
1189;train
1190;train
1191;validation
1192;validation
1193;train
1194;validation
1195;test
1196;test
1197;validation
1198;train
1199;train
1200;train
1201;validation
1202;train
1203;train
1204;train
1205;test
1206;train
1207;train
1208;test
1209;train
1210;train
1211;train
1212;train
1213;test
1214;train
1215;validation
1216;train
1217;validation
1218;train
1219;test
1220;validation
1221;train
1222;train
1223;train
1224;test
1225;train
1226;train
1227;train
1228;test
1229;train
1230;train
1231;test
1232;train
1233;test
1234;validation
1235;train
1236;test
1237;validation
1238;train
1239;validation
1240;train
1241;train
1242;train
1243;train
1244;train
1245;validation
1246;test
1247;train
1248;train
1249;train
1250;train
1251;train
1252;train
1253;train
1254;train
1255;validation
1256;train
1257;train
1258;train
1259;train
1260;train
1261;train
1262;train
1263;train
1264;train
1265;test
1266;train
1268;train
1269;test
1270;train
1271;test
1272;validation
1273;train
1274;train
1275;train
1276;train
1277;train
1278;test
1279;test
1280;train
1281;train
1282;train
1283;train
1284;train
1285;train
1286;train
1287;test
1288;train
1289;validation
1290;train
1291;train
1292;train
1293;train
1294;test
1295;test
1296;validation
1297;train
1298;train
1299;train
1300;validation
1301;train
1302;train
1303;train
1304;train
1305;train
1306;test
1307;train
1308;train
1309;train
1310;test
1311;train
1312;train
1313;train
1314;train
1315;train
1316;test
1317;train
1318;train
1319;train
1320;train
1321;train
1322;test
1323;train
1324;train
1325;train
1326;train
1327;validation
1328;train
1329;validation
1330;train
1331;train
1332;train
1333;train
1334;test
1335;validation
1336;test
1337;validation
1338;train
1339;train
1340;validation
1341;test
1342;train
1343;train
1344;validation
1345;test
1346;train
1347;train
1348;train
1349;validation
1350;train
1351;train
1352;train
1353;test
1354;train
1355;train
1356;train
1357;train
1358;train
1359;train
1360;train
1361;train
1362;train
1363;train
1364;train
1365;train
1366;train
1367;train
1368;train
1369;train
1370;test
1371;test
1372;train
1373;validation
1374;train
1375;train
1376;train
1377;train
1378;train
1379;train
1380;train
1381;train
1382;test
1383;train
1384;train
1385;train
1386;train
1387;train
1388;test
1389;train
1390;validation
1391;train
1392;validation
1393;test
1394;train
1395;train
1396;test
1397;test
1398;train
1399;train
1400;train
1401;train
1402;train
1403;train
1404;train
1405;validation
1406;validation
1407;train
1408;validation
1409;test
1410;train
1411;test
1412;validation
1413;train
1414;validation
1415;train
1416;test
1417;train
1418;train
1419;train
1420;validation
1421;test
1422;test
1423;train
1424;train
1425;train
1426;train
1427;train
1428;train
1429;train
1430;train
1431;test
1432;train
1433;validation
1434;test
1435;train
1436;train
1437;validation
1438;train
1439;validation
1440;validation
1441;train
1442;train
1443;train
1444;train
1445;train
1446;train
1447;train
1448;train
1449;train
1450;train
1451;train
1452;train
1453;train
1454;train
1455;train
1456;test
1457;test
1458;train
1459;train
1460;train
1461;train
1462;train
1463;test
1464;train
1465;train
1466;train
1467;validation
1468;validation
1469;train
1470;validation
1471;test
1472;train
1473;train
1474;train
1475;train
1476;train
1477;test
1478;test
1479;test
1480;train
1481;validation
1482;train
1483;train
1484;train
1485;train
1486;train
1487;train
1488;train
1489;train
1490;train
1491;train
1492;validation
1493;train
1494;validation
1495;train
1496;train
1497;train
1498;validation
1499;validation
1500;validation
1501;validation
1502;train
1503;train
1504;train
1505;train
1506;train
1507;train
1508;train
1509;train
1510;train
1511;test
1512;train
1513;train
1514;test
1515;train
1516;train
1517;train
1518;train
1519;train
1520;train
1521;train
1522;train
1523;test
1524;train
1525;validation
1526;train
1527;train
1528;validation
1529;train
1530;train
1531;train
1532;train
1533;validation
1534;train
1535;test
1536;train
1537;train
1538;test
1539;test
1540;validation
1541;train
1542;test
1543;train
1544;train
1545;train
1546;train
1547;train
1548;validation
1549;train
1550;train
1551;test
1552;validation
1553;train
1554;train
1555;train
1556;train
1557;validation
1558;train
1559;train
1560;train
1561;train
1562;validation
1563;train
1564;validation
1565;train
1566;train
1567;train
1568;train
1569;train
1570;validation
1571;validation
1572;test
1573;train
1574;validation
1575;test
1576;validation
1577;train
1578;test
1579;train
1580;train
1581;validation
1582;train
1583;test
1584;validation
1585;validation
1586;train
1587;train
1588;train
1589;train
1590;train
1591;test
1592;validation
1593;validation
1594;train
1595;train
1596;train
1597;test
1598;train
1599;train
1600;validation
1601;train
1602;train
1603;train
1604;train
1605;train
1606;train
1607;train
1608;train
1609;test
1610;train
1611;test
1612;validation
1613;train
1614;train
1615;train
1616;train
1617;test
1618;train
1619;train
1620;test
1621;train
1622;test
1623;train
1624;test
1625;train
1626;validation
1627;train
1628;train
1629;train
1630;train
1631;train
1632;test
1633;validation
1634;train
1635;train
1636;validation
1637;train
1638;train
1639;train
1640;train
1641;train
1642;test
1643;train
1644;train
1645;train
1646;validation
1647;train
1648;train
1649;train
1650;test
1651;train
1652;train
1653;train
1654;train
1655;train
1656;train
1657;test
1658;test
1659;train
1660;validation
1661;train
1662;train
1663;test
1664;train
1665;test
1666;train
1667;test
1668;validation
1669;train
1670;train
1671;test
1672;train
1673;train
1674;validation
1675;test
1676;train
1677;train
1678;train
1679;test
1680;train
1681;train
1682;train
1683;validation
1684;test
1685;train
1686;test
1687;train
1688;train
1689;test
1690;test
1691;train
1692;train
1693;train
1694;train
1695;train
1696;test
1697;test
1698;train
1699;train
1700;train
1701;train
1702;train
1703;train
1704;train
1705;train
1706;validation
1707;train
1708;train
1709;train
1710;train
1711;test
1712;train
1713;validation
1714;train
1715;train
1716;train
1717;test
1718;test
1719;train
1720;train
1721;train
1722;train
1723;train
1724;validation
1725;train
1726;train
1727;train
1728;train
1729;test
1730;train
1731;train
1732;train
1733;train
1734;train
1735;validation
1736;train
1737;train
1738;train
1739;test
1740;test
1741;train
1742;validation
1743;train
1744;train
1745;train
1746;validation
1747;train
1748;validation
1749;train
1750;train
1751;train
1752;train
1753;train
1754;train
1755;train
1756;test
1757;validation
1758;train
1759;train
1760;train
1761;validation
1762;train
1763;train
1764;train
1765;test
1766;validation
1767;test
1768;test
1769;train
1770;train
1771;train
1772;train
1773;train
1774;train
1775;validation
1776;train
1777;train
1778;validation
1779;train
1780;train
1781;train
1782;train
1783;validation
1784;train
1785;train
1786;train
1787;train
1788;train
1789;train
1790;train
1791;validation
1792;validation
1793;train
1794;validation
1795;train
1796;test
1797;test
1798;validation
1799;validation
1800;train
1801;test
1802;train
1803;train
1804;validation
1805;train
1806;test
1807;train
1808;train
1809;train
1810;train
1811;train
1812;train
1813;test
1814;train
1815;train
1816;train
1817;train
1818;train
1819;train
1820;train
1821;test
1822;train
1823;validation
1824;train
1825;train
1826;test
1827;train
1828;validation
1829;validation
1830;train
1831;train
1832;train
1833;validation
1834;train
1835;train
1836;train
1837;train
1838;train
1839;train
1840;train
1841;test
1842;test
1843;train
1844;validation
1845;train
1846;test
1847;train
1848;train
1849;train
1850;validation
1851;train
1852;train
1853;train
1854;validation
1855;train
1856;train
1857;validation
1858;validation
1859;train
1860;train
1861;train
1862;train
1863;train
1864;validation
1865;train
1866;train
1867;validation
1868;validation
1869;train
1870;train
1871;train
1872;test
1873;train
1874;train
1875;test
1876;test
1877;train
1878;train
1879;train
1880;train
1881;train
1882;train
1883;train
1884;train
1885;train
1886;train
1887;train
1888;train
1889;test
1890;train
1891;train
1892;validation
1893;validation
1894;test
1895;train
1896;train
1897;train
1898;train
1899;test
1900;train
1901;validation
1902;train
1903;train
1904;train
1905;validation
1906;train
1907;train
1908;train
1909;train
1910;train
1911;test
1912;train
1913;train
1914;train
1915;train
1916;train
1917;train
1918;validation
1919;validation
1920;train
1921;train
1922;train
1923;train
1924;train
1925;validation
1926;validation
1927;train
1928;train
1929;validation
1930;train
1931;train
1932;train
1933;train
1934;train
1935;train
1936;train
1937;test
1938;train
1939;train
1940;train
1941;train
1942;test
1943;validation
1944;train
1945;train
1946;train
1947;train
1948;train
1949;train
1950;validation
1951;test
1952;test
1953;test
1954;validation
1955;train
1956;train
1957;train
1958;validation
1959;train
1960;train
1961;test
1962;train
1963;train
1964;validation
1965;train
1966;train
1967;train
1968;train
1969;validation
1970;train
1971;validation
1972;train
1973;train
1974;train
1975;train
1976;validation
1977;train
1978;train
1979;train
1980;test
1981;train
1982;train
1983;train
1984;train
1985;train
1986;test
1987;train
1988;train
1989;train
1990;test
1991;train
1992;train
1993;train
1994;train
1995;validation
1996;train
1997;train
1998;train
1999;train
2000;test
2001;train
2002;test
2003;train
2004;train
2005;test
2006;validation
2007;train
2008;test
2009;train
2010;train
2011;train
2012;train
2013;train
2014;validation
2015;test
2016;train
2017;train
2018;train
2019;train
2020;test
2021;train
2022;train
2023;train
2024;train
2025;test
2026;train
2027;train
2028;train
2029;train
2030;validation
2031;validation
2032;validation
2033;test
2034;train
2035;validation
2036;train
2037;train
2038;train
2039;train
2040;test
2041;train
2042;validation
2043;validation
2044;validation
2045;train
2046;test
2047;train
2048;train
2049;train
2050;train
2051;train
2052;train
2053;test
2054;train
2055;train
2056;train
2057;validation
2058;train
2059;test
2060;test
2061;validation
2062;train
2063;validation
2064;train
2065;train
2066;train
2067;train
2068;train
2069;test
2070;validation
2071;test
2072;train
2073;train
2074;test
2075;train
2076;train
2077;train
2078;validation
2079;test
2080;train
2081;train
2082;test
2083;train
2084;train
2085;validation
2086;train
2087;test
2088;train
2089;validation
2090;train
2091;validation
2092;train
2093;train
2094;validation
2095;test
2096;test
2097;validation
2098;train
2099;test
2100;train
2101;train
2102;train
2103;train
2104;train
2105;train
2106;train
2107;train
2108;train
2109;train
2110;test
2111;test
2112;test
2113;train
2114;train
2115;train
2116;validation
2117;train
2118;train
2119;train
2120;validation
2121;test
2122;train
2123;train
2124;test
2125;test
2126;train
2127;validation
2128;validation
2129;train
2130;train
2131;train
2132;train
2133;train
2134;train
2135;train
2136;train
2137;train
2138;train
2139;train
2140;validation
2141;validation
2142;train
2143;train
2144;validation
2145;train
2146;train
2147;train
2148;validation
2149;train
2150;train
2151;test
2152;train
2153;validation
2154;validation
2155;validation
2156;validation
2157;train
2158;validation
2159;train
2160;train
2161;validation
2162;train
2163;train
2164;train
2165;train
2166;test
2167;train
2168;train
2169;test
2170;train
2171;validation
2172;train
2173;validation
2174;train
2175;train
2176;train
2177;train
2178;validation
2179;validation
2180;train
2181;train
2182;train
2183;train
2184;train
2185;train
2186;train
2187;test
2188;train
2189;train
2190;train
2191;train
2192;train
2193;train
2194;train
2195;validation
2196;validation
2197;test
2198;train
2199;train
2200;train
2201;train
2202;train
2203;test
2204;validation
2205;train
2206;train
2207;test
2208;train
2209;validation
2210;train
2211;train
2212;test
2213;train
2214;train
2215;train
2216;train
2217;validation
2218;validation
2219;train
2220;validation
2221;train
2222;train
2223;train
2224;validation
2225;train
2226;train
2227;test
2228;train
2229;test
2230;train
2231;train
2232;train
2233;train
2234;train
2235;validation
2236;train
2237;train
2238;train
2239;test
2240;validation
2241;train
2242;train
2243;train
2244;test
2245;train
2246;validation
2247;train
2248;test
2249;train
2250;train
2251;train
2252;validation
2253;train
2254;train
2255;train
2256;train
2257;train
2258;validation
2259;train
2260;train
2261;validation
2262;train
2263;train
2264;train
2265;train
2266;validation
2267;train
2268;validation
2269;train
2270;train
2271;train
2272;train
2273;validation
2274;train
2275;train
2276;train
2277;train
2278;train
2279;train
2280;validation
2281;train
2282;train
2283;validation
2284;train
2285;train
2286;train
2287;train
2288;train
2289;train
2290;train
2291;train
2292;validation
2293;test
2294;validation
2295;train
2296;train
2297;train
2298;validation
2299;train
2300;train
2301;test
2302;train
2303;validation
2304;train
2305;train
2306;train
2307;train
2308;test
2309;train
2310;train
2311;train
2312;validation
2313;test
2314;test
2315;train
2316;train
2317;train
2318;train
2319;train
2320;train
2321;test
2322;train
2323;train
2324;train
2325;validation
2326;train
2327;train
2328;train
2329;train
2330;train
2331;train
2332;train
2333;train
2334;train
2335;train
2336;validation
2337;validation
2338;train
2339;validation
2340;train
2341;train
2342;train
2343;validation
2344;train
2345;train
2346;train
2347;train
2348;train
2349;train
2350;train
2351;train
2352;train
2353;train
2354;train
2355;train
2356;validation
2357;train
2358;train
2359;train
2360;train
2361;validation
2362;train
2363;train
2364;train
2365;test
2366;train
2367;test
2368;train
2369;train
2370;train
2371;validation
2372;train
2373;train
2374;train
2375;validation
2376;train
2377;train
2378;train
2379;train
2380;train
2381;validation
2382;train
2383;train
2384;train
2385;train
2386;train
2387;train
2388;train
2389;validation
2390;test
2391;train
2392;train
2393;train
2394;train
2395;train
2396;train
2397;train
2398;train
2399;test
2400;train
2401;train
2402;train
2403;train
2404;train
2405;train
2406;test
2407;test
2408;validation
2409;train
2410;train
2411;test
2412;train
2413;train
2414;train
2415;train
2416;train
2417;train
2418;train
2419;test
2420;train
2421;train
2422;train
2423;train
2424;validation
2425;train
2426;test
2427;train
2428;test
2429;validation
2430;train
2431;test
2432;train
2433;train
2434;validation
2435;train
2436;validation
2437;train
2438;train
2439;train
2440;test
2441;train
2442;validation
2443;train
2444;train
2445;validation
2446;train
2447;train
2448;train
2449;train
2450;train
2451;train
2452;train
2453;train
2454;train
2455;test
2456;validation
2457;train
2458;train
2459;validation
2460;train
2461;validation
2462;validation
2463;train
2464;train
2465;train
2466;train
2467;train
2468;train
2469;train
2470;validation
2471;train
2472;train
2473;validation
2474;train
2475;train
2476;test
2477;train
2478;train
2479;validation
2480;validation
2481;train
2482;test
2483;train
2484;train
2485;train
2486;train
2487;validation
2488;train
2489;train
2490;test
2491;train
2492;test
2493;train
2494;validation
2495;train
2496;train
2497;train
2498;train
2499;train
2500;train
2501;validation
2502;train
2503;train
2504;test
2505;train
2506;train
2507;train
2508;train
2509;train
2510;train
2511;train
2512;train
2513;train
2514;train
2515;test
2516;train
2517;train
2518;train
2519;train
2520;train
2521;validation
2522;test
2523;validation
2524;train
2525;train
2526;test
2527;train
2528;train
2529;train
2530;test
2531;train
2532;train
2533;test
2534;train
2535;train
2536;test
2537;train
2538;train
2539;train
2540;train
2541;train
2542;train
2543;validation
2544;train
2545;train
2546;train
2547;validation
2548;train
2549;test
2550;train
2551;validation
2552;validation
2553;train
2554;train
2555;train
2556;train
2557;train
2558;train
2559;train
2560;train
2561;test
2562;train
2563;train
2564;train
2565;train
2566;train
2567;train
2568;train
2569;train
2570;validation
2571;validation
2572;test
2573;train
2574;test
2575;validation
2576;test
2577;train
2578;train
2579;train
2580;train
2581;test
2582;test
2583;train
2584;validation
2585;train
2586;train
2587;test
2588;train
2589;train
2590;train
2591;train
2592;train
2593;train
2594;train
2595;train
2596;test
2597;train
2598;test
2599;train
2600;validation
2601;train
2602;train
2603;test
2604;train
2605;test
2606;train
2607;train
2608;validation
2609;train
2610;train
2611;train
2612;test
2613;train
2614;validation
2615;train
2616;train
2617;train
2618;test
2619;train
2620;train
2621;validation
2622;train
2623;train
2624;validation
2625;train
2626;validation
2627;train
2628;test
2629;test
2630;train
2631;train
2632;train
2633;test
2634;test
2635;train
2636;train
2637;validation
2638;test
2639;train
2640;train
2641;train
2642;validation
2643;test
2644;train
2645;train
2646;train
2647;train
2648;train
2649;test
2650;train
2651;train
2652;train
2653;train
2654;test
2655;train
2656;train
2657;test
2658;train
2659;train
2660;validation
2661;train
2662;train
2663;test
2664;validation
2665;train
2666;validation
2667;train
2668;train
2669;train
2670;validation
2671;train
2672;train
2673;test
2674;train
2675;test
2676;train
2677;train
2678;train
2679;train
2680;train
2681;validation
2682;train
2683;validation
2684;train
2685;validation
2686;train
2687;test
2688;train
2689;validation
2690;train
2691;train
2692;train
2693;train
2694;validation
2695;train
2696;train
2697;train
2698;train
2699;train
2700;train
2701;train
2702;test
2703;train
2704;train
2705;train
2706;train
2707;test
2708;test
2709;train
2710;train
2711;validation
2712;train
2713;test
2714;train
2715;train
2716;validation
2717;test
2718;train
2719;train
2720;test
2721;train
2722;train
2723;train
2724;validation
2725;validation
2726;train
2727;train
2728;train
2729;validation
2730;train
2731;train
2732;test
2733;train
2734;train
2735;train
2736;train
2737;validation
2738;validation
2739;train
2740;train
2741;train
2742;train
2743;train
2744;train
2745;train
2746;train
2747;train
2748;train
2749;validation
2750;train
2751;train
2752;test
2753;test
2754;train
2755;train
2756;train
2757;validation
2758;test
2759;test
2760;train
2761;test
2762;train
2763;test
2764;train
2765;validation
2766;train
2767;train
2768;train
2769;train
2770;train
2771;train
2772;train
2773;train
2774;train
2775;test
2776;test
2777;train
2778;test
2779;test
2780;train
2781;train
2782;validation
2783;train
2784;train
2785;train
2786;train
2787;test
2788;test
2789;train
2790;validation
2791;train
2792;validation
2793;validation
2794;train
2795;train
2796;train
2797;train
2798;train
2799;train
2800;train
2801;train
2802;train
2803;train
2804;train
2805;train
2806;validation
2807;train
2808;train
2809;validation
2810;test
2811;train
2812;test
2813;train
2814;train
2815;train
2816;validation
2817;train
2818;validation
2819;train
2820;train
2821;test
2822;train
2823;train
2824;train
2825;train
2826;train
2827;test
2828;validation
2829;train
2830;test
2831;train
2832;train
2833;train
2834;test
2835;train
2836;validation
2837;train
2838;train
2839;train
2840;train
2841;train
2842;train
2843;train
2844;test
2845;train
2846;validation
2847;test
2848;train
2849;train
2850;test
2851;train
2852;train
2853;train
2854;train
2855;train
2856;train
2857;validation
2858;validation
2859;test
2860;train
2861;train
2862;train
2863;train
2864;train
2865;train
2866;train
2867;validation
2868;train
2869;train
2870;train
2871;train
2872;validation
2873;validation
2874;train
2875;train
2876;train
2877;train
2878;train
2879;train
2880;test
2881;test
2882;test
2883;test
2884;train
2885;train
2886;train
2887;train
2888;train
2889;validation
2890;train
2891;train
2892;train
2893;train
2894;train
2895;validation
2896;test
2897;train
2898;train
2899;train
2900;test
2901;train
2902;train
2903;test
2904;test
2905;test
2906;train
2907;train
